Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_025576582.1	1797237	1844358		minus	protein FAM149A isoform X1	FAM149A	123784494	protein-coding	XM_045785753.1	XP_045641709.1	828	
NW_025576582.1	1856054	1864859		minus	toll-like receptor 3	TLR3	123784495	protein-coding	XM_045785756.1	XP_045641712.1	905	
NW_025576582.1	1864869	1872694		minus	uncharacterized LOC123784496, transcript variant X2	LOC123784496	123784496	lncRNA	XR_006777470.1			
NW_025576582.1	2081387	2289547		plus	sorbin and SH3 domain-containing protein 2 isoform X1	SORBS2	123784497	protein-coding	XM_045785757.1	XP_045641713.1	773	
NW_025576582.1	2205263	2209666		plus	uncharacterized protein LOC123784503	LOC123784503	123784503	protein-coding	XM_045785782.1	XP_045641738.1	233	
NW_025576582.1	2265623	2277464		plus	uncharacterized protein LOC123784500	LOC123784500	123784500	protein-coding	XM_045785778.1	XP_045641734.1	357	
NW_025576582.1	2338281	2369229		plus	PDZ and LIM domain protein 3 isoform X1	PDLIM3	123784499	protein-coding	XM_045785774.1	XP_045641730.1	364	
NW_025576582.1	2391204	2414161		plus	coiled-coil domain-containing protein 110	CCDC110	123784549	protein-coding	XM_045785854.1	XP_045641810.1	1016	
NW_025576582.1	2428099	2445544		minus	UPF0602 protein C4orf47 homolog	CUNH4orf47	123784502	protein-coding	XM_045785780.1	XP_045641736.1	310	
NW_025576582.1	2445619	2466458		plus	ufm1-specific protease 2	UFSP2	123784501	protein-coding	XM_045785779.1	XP_045641735.1	463	
NW_025576582.1	2453997	2469637		minus	ankyrin repeat domain-containing protein 37 isoform X1	ANKRD37	123784504	protein-coding	XM_045785783.1	XP_045641739.1	202	
NW_025576582.1	2468808	2506185		plus	LRP2-binding protein	LOC123784505	123784505	protein-coding	XM_045785786.1	XP_045641742.1	370	
NW_025576582.1	2492547	2492653		plus	U6 spliceosomal RNA	LOC123784576	123784576	snRNA	XR_006777504.1			
NW_025576582.1	2509345	2633877		minus	sorting nexin-25 isoform X1	SNX25	123784506	protein-coding	XM_045785787.1	XP_045641743.1	997	
NW_025576582.1	2608980	2609095		plus	uncharacterized gene	LOC123784577	123784577	pseudogene				
NW_025576582.1	2639101	2640386		minus	uncharacterized LOC123784566	LOC123784566	123784566	lncRNA	XR_006777500.1			
NW_025576582.1	2640522	2676576		plus	cilia- and flagella-associated protein 97	CFAP97	123784507	protein-coding	XM_045785790.1	XP_045641746.1	523	
NW_025576582.1	2684022	2687968		minus	ADP/ATP translocase 1	SLC25A4	123784508	protein-coding	XM_045785793.1	XP_045641749.1	298	
NW_025576582.1	2699868	2719031		plus	uncharacterized LOC123784568	LOC123784568	123784568	lncRNA	XR_006777501.1			
NW_025576582.1	2728167	2752216		plus	uncharacterized LOC123784514, transcript variant X3	LOC123784514	123784514	lncRNA	XR_006777472.1			
NW_025576582.1	2763848	3013223		plus	long-chain-fatty-acid--CoA ligase 1 isoform X1	ACSL1	123784509	protein-coding	XM_045785795.1	XP_045641751.1	724	
NW_025576582.1	2773377	2774643		plus	LOW QUALITY PROTEIN: 60S ribosomal protein L23a-like	LOC123784512	123784512	protein-coding	XM_045785810.1	XP_045641766.1	201	
NW_025576582.1	2782147	2784178		minus	hairy and enhancer of split-related protein HELT	HELT	123784550	protein-coding	XM_045785855.1	XP_045641811.1	337	
NW_025576582.1	2789625	2792505		plus	elongation factor 1-alpha 1-like	LOC123784513	123784513	protein-coding	XM_045785811.1	XP_045641767.1	356	
NW_025576582.1	2905870	2907311		plus	uncharacterized gene	LOC123784511	123784511	pseudogene				
NW_025576582.1	3017761	3021789		plus	uncharacterized LOC123784516	LOC123784516	123784516	lncRNA	XR_006777475.1			
NW_025576582.1	3023125	3025951		minus	uncharacterized gene	LOC123784551	123784551	pseudogene				
NW_025576582.1	3028926	3066898		plus	centromere protein U isoform X1	CENPU	123784515	protein-coding	XM_045785812.1	XP_045641768.1	422	
NW_025576582.1	3061874	3064777		minus	uncharacterized LOC123784518	LOC123784518	123784518	lncRNA	XR_006777476.1			
NW_025576582.1	3070620	3119375		minus	DNA-directed primase/polymerase protein isoform X1	PRIMPOL	123784519	protein-coding	XM_045785815.1	XP_045641771.1	557	
NW_025576582.1	3119691	3141801		plus	caspase-3	CASP3	123784520	protein-coding	XM_045785820.1	XP_045641776.1	277	
NW_025576582.1	3148397	3149124		minus	calcyclin-binding protein-like	LOC123784569	123784569	protein-coding	XM_045785864.1	XP_045641820.1	216	
NW_025576582.1	3192155	3192777		minus	uncharacterized gene	LOC123784552	123784552	pseudogene				
NW_025576582.1	3252051	3263695		minus	uncharacterized LOC123784521, transcript variant X16	LOC123784521	123784521	lncRNA	XR_006777478.1			
NW_025576582.1	3263847	3344351		plus	interferon regulatory factor 2 isoform X1	IRF2	123784523	protein-coding	XM_045785821.1	XP_045641777.1	396	
NW_025576582.1	3379533	3402202		plus	uncharacterized LOC123784570	LOC123784570	123784570	lncRNA	XR_006777502.1			
NW_025576582.1	3456478	3570249		plus	glycerophosphocholine cholinephosphodiesterase ENPP6	ENPP6	123784524	protein-coding	XM_045785826.1	XP_045641782.1	440	
NW_025576582.1	3631877	3841521		minus	storkhead-box protein 2 isoform X1	STOX2	123784525	protein-coding	XM_045785827.1	XP_045641783.1	988	
NW_025576582.1	3865806	3872925		minus	uncharacterized LOC123784526, transcript variant X2	LOC123784526	123784526	lncRNA	XR_006777494.1			
NW_025576582.1	3880023	3926857		minus	trafficking protein particle complex subunit 11 isoform X1	TRAPPC11	123784527	protein-coding	XM_045785834.1	XP_045641790.1	1133	
NW_025576582.1	3927042	3942681		plus	RWD domain-containing protein 4 isoform X1	RWDD4	123784528	protein-coding	XM_045785836.1	XP_045641792.1	188	
NW_025576582.1	3932150	3932247		plus	uncharacterized gene	LOC123784578	123784578	pseudogene				
NW_025576582.1	4023564	4029648		minus	inhibitor of growth protein 2	ING2	123784529	protein-coding	XM_045785839.1	XP_045641795.1	280	
NW_025576582.1	4059175	4059531		minus	transcription elongation factor A protein-like 8	LOC123784553	123784553	protein-coding	XM_045785857.1	XP_045641813.1	118	
NW_025576582.1	4065822	4072964		minus	uncharacterized gene	LOC123784554	123784554	pseudogene				
NW_025576582.1	4075847	4080205		minus	CDKN2A-interacting protein isoform X1	LOC123784530	123784530	protein-coding	XM_045785840.1	XP_045641796.1	583	
NW_025576582.1	4108009	4112327		plus	uncharacterized LOC123784532, transcript variant X2	LOC123784532	123784532	lncRNA	XR_006777496.1			
NW_025576582.1	4177163	4177825		plus	putative claudin-24	LOC123784534	123784534	protein-coding	XM_045785846.1	XP_045641802.1	220	
NW_025576582.1	4179374	4180036		plus	claudin-22-like	LOC123784555	123784555	protein-coding	XM_045785858.1	XP_045641814.1	220	
NW_025576582.1	4182367	4383131		minus	protein WWC2 isoform X1	WWC2	123784533	protein-coding	XM_045785842.1	XP_045641798.1	1203	
NW_025576582.1	4262059	4262695		plus	LOW QUALITY PROTEIN: serine/threonine-protein phosphatase 4 catalytic subunit-like	LOC123784540	123784540	protein-coding	XM_045785849.1	XP_045641805.1	212	
NW_025576582.1	4265832	4266663		minus	uncharacterized gene	LOC123784535	123784535	pseudogene				
NW_025576582.1	4429410	4429799		plus	cytochrome c oxidase subunit 5B, mitochondrial-like	LOC123784571	123784571	protein-coding	XM_045785865.1	XP_045641821.1	129	
NW_025576582.1	4480380	4504252		plus	deoxycytidylate deaminase	DCTD	123784536	protein-coding	XM_045785847.1	XP_045641803.1	178	
NW_025576582.1	4567071	5152280		minus	teneurin-3	TENM3	123784537	protein-coding	XM_045785848.1	XP_045641804.1	2699	
NW_025576582.1	4753645	4764899		plus	uncharacterized gene	LOC123784542	123784542	pseudogene				
NW_025576582.1	5152704	5155468		plus	uncharacterized LOC123784538	LOC123784538	123784538	lncRNA	XR_006777498.1			
NW_025576582.1	7714686	7714809		minus	small nucleolar RNA SNORD22	LOC123784579	123784579	snoRNA	XR_006777505.1			
NW_025576582.1	7935346	7935528		plus	ATP synthase subunit ATP5MJ, mitochondrial-like	LOC123784573	123784573	protein-coding	XM_045785866.1	XP_045641822.1	60	
NW_025576582.1	8235214	8235690		minus	uncharacterized gene	LOC123784574	123784574	pseudogene				
NW_025576582.1	8595632	8596415		plus	uncharacterized gene	LOC123784556	123784556	pseudogene				
NW_025576582.1	8654581	8663727		minus	uncharacterized gene	LOC123784557	123784557	pseudogene				
NW_025576582.1	8793694	8816413		plus	LOW QUALITY PROTEIN: importin subunit alpha-1-like	LOC123784558	123784558	protein-coding	XM_045785859.1	XP_045641815.1	619	
NW_025576583.1	10704	16173		minus	linker for activation of T-cells family member 1 isoform X1	LAT	123784581	protein-coding	XM_045785880.1	XP_045641836.1	258	
NW_025576583.1	16312	24111		minus	protein spinster homolog 1 isoform X1	SPNS1	123784580	protein-coding	XM_045785868.1	XP_045641824.1	562	
NW_025576583.1	28696	38343		minus	NFATC2-interacting protein	LOC123784582	123784582	protein-coding	XM_045785883.1	XP_045641839.1	419	
NW_025576583.1	46404	52191		minus	B-lymphocyte antigen CD19 isoform X1	CD19	123784583	protein-coding	XM_045785884.1	XP_045641840.1	558	
NW_025576583.1	56528	68858		plus	rab GTPase-binding effector protein 2 isoform X1	RABEP2	123784586	protein-coding	XM_045785889.1	XP_045641845.1	660	
NW_025576583.1	68815	83145		minus	sarcoplasmic/endoplasmic reticulum calcium ATPase 1 isoform X1	ATP2A1	123784585	protein-coding	XM_045785886.1	XP_045641842.1	1000	
NW_025576583.1	87093	95829		minus	SH2B adapter protein 1 isoform X1	SH2B1	123784587	protein-coding	XM_045785891.1	XP_045641847.1	760	
NW_025576583.1	105781	109299		plus	elongation factor Tu, mitochondrial	TUFM	123784590	protein-coding	XM_045785914.1	XP_045641870.1	452	
NW_025576583.1	111116	123742		minus	ataxin-2-like protein isoform X1	ATXN2L	123784588	protein-coding	XM_045785897.1	XP_045641853.1	1083	
NW_025576583.1	157552	177748		minus	eukaryotic translation initiation factor 3 subunit C	LOC123784591	123784591	protein-coding	XM_045785915.1	XP_045641871.1	913	
NW_025576583.1	187898	199209		minus	battenin isoform X1	CLN3	123784592	protein-coding	XM_045785916.1	XP_045641872.1	455	
NW_025576583.1	199560	204895		plus	apolipoprotein B receptor	APOBR	123784594	protein-coding	XM_045785920.1	XP_045641876.1	1389	
NW_025576583.1	205048	209054		minus	interleukin-27 subunit alpha	IL27	123784593	protein-coding	XM_045785919.1	XP_045641875.1	236	
NW_025576583.1	225977	227460		minus	nuclear protein 1	NUPR1	123784595	protein-coding	XM_045785922.1	XP_045641878.1	82	
NW_025576583.1	238259	261739		plus	SAGA-associated factor 29	SGF29	123784597	protein-coding	XM_045785925.1	XP_045641881.1	293	
NW_025576583.1	241580	242626		minus	uncharacterized gene	LOC123784765	123784765	pseudogene				
NW_025576583.1	261890	264980		minus	sulfotransferase 1A1	LOC123784598	123784598	protein-coding	XM_045785928.1	XP_045641884.1	295	
NW_025576583.1	266057	269207		minus	structure-specific endonuclease subunit SLX1	SLX1A	123784600	protein-coding	XM_045785930.1	XP_045641886.1	274	
NW_025576583.1	269348	270102		plus	bolA-like protein 2	BOLA2B	123784601	protein-coding	XM_045785931.1	XP_045641887.1	86	
NW_025576583.1	272117	277683		minus	coronin-1A	CORO1A	123784596	protein-coding	XM_045785923.1	XP_045641879.1	461	
NW_025576583.1	322802	329319		plus	mitogen-activated protein kinase 3	MAPK3	123784602	protein-coding	XM_045785933.1	XP_045641889.1	379	
NW_025576583.1	329472	335190		plus	lysophospholipase D GDPD3	GDPD3	123784603	protein-coding	XM_045785934.1	XP_045641890.1	318	
NW_025576583.1	336450	339823		plus	protein yippee-like 3 isoform X1	YPEL3	123784606	protein-coding	XM_045785938.1	XP_045641894.1	157	
NW_025576583.1	340471	345430		plus	T-box transcription factor TBX6	TBX6	123784604	protein-coding	XM_045785935.1	XP_045641891.1	436	
NW_025576583.1	345591	352942		minus	serine/threonine-protein phosphatase 4 catalytic subunit isoform X1	PPP4C	123784605	protein-coding	XM_045785936.1	XP_045641892.1	307	
NW_025576583.1	354873	360253		minus	fructose-bisphosphate aldolase A	ALDOA	123784607	protein-coding	XM_045785941.1	XP_045641897.1	364	
NW_025576583.1	360336	366677		minus	keratin-associated protein 10-10	LOC123784608	123784608	protein-coding	XM_045785943.1	XP_045641899.1	139	
NW_025576583.1	378405	383567		plus	ceramide synthase	TLCD3B	123784775	protein-coding	XM_045786264.1	XP_045642220.1	275	
NW_025576583.1	384733	385528		minus	fertilization-influencing membrane protein	CUNH16orf92	123784766	protein-coding	XM_045786253.1	XP_045642209.1	115	
NW_025576583.1	390954	396159		plus	double C2-like domain-containing protein alpha	DOC2A	123784611	protein-coding	XM_045785947.1	XP_045641903.1	401	
NW_025576583.1	396205	404627		minus	INO80 complex subunit E isoform X1	INO80E	123784612	protein-coding	XM_045785948.1	XP_045641904.1	244	
NW_025576583.1	405083	407935		plus	HIRA-interacting protein 3 isoform X1	HIRIP3	123784610	protein-coding	XM_045785945.1	XP_045641901.1	582	
NW_025576583.1	408692	423275		minus	LOW QUALITY PROTEIN: serine/threonine-protein kinase TAO2	TAOK2	123784609	protein-coding	XM_045785944.1	XP_045641900.1	1049	
NW_025576583.1	423173	438542		minus	insulin-like growth factor-binding protein 3 receptor	TMEM219	123784614	protein-coding	XM_045785952.1	XP_045641908.1	240	
NW_025576583.1	477870	490888		plus	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1	KCTD13	123784617	protein-coding	XM_045785960.1	XP_045641916.1	329	
NW_025576583.1	490906	494222		minus	aspartate beta-hydroxylase domain-containing protein 1	ASPHD1	123784616	protein-coding	XM_045785959.1	XP_045641915.1	367	
NW_025576583.1	495696	514134		plus	seizure 6-like protein 2 isoform X1	SEZ6L2	123784615	protein-coding	XM_045785956.1	XP_045641912.1	923	
NW_025576583.1	499654	510256		minus	uncharacterized LOC123784621	LOC123784621	123784621	lncRNA	XR_006777521.1			
NW_025576583.1	514116	520684		minus	uncharacterized protein LOC123784620 isoform X1	LOC123784620	123784620	protein-coding	XM_045785962.1	XP_045641918.1	210	
NW_025576583.1	521043	524856		plus	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	CDIPT	123784618	protein-coding	XM_045785961.1	XP_045641917.1	213	
NW_025576583.1	531180	555039		minus	major vault protein	LOC123784622	123784622	protein-coding	XM_045785968.1	XP_045641924.1	890	
NW_025576583.1	555233	558469		minus	PAXIP1-associated glutamate-rich protein 1	PAGR1	123784625	protein-coding	XM_045785972.1	XP_045641928.1	254	
NW_025576583.1	558495	562076		minus	proline-rich transmembrane protein 2 isoform X1	PRRT2	123784623	protein-coding	XM_045785969.1	XP_045641925.1	377	
NW_025576583.1	563218	568301		minus	myc-associated zinc finger protein isoform X1	MAZ	123784627	protein-coding	XM_045785976.1	XP_045641932.1	495	
NW_025576583.1	569043	583093		minus	kinesin-like protein KIF22	KIF22	123784626	protein-coding	XM_045785974.1	XP_045641930.1	660	
NW_025576583.1	592983	594378		minus	zymogen granule membrane protein 16	ZG16	123784628	protein-coding	XM_045785980.1	XP_045641936.1	167	
NW_025576583.1	601171	603292		minus	uncharacterized LOC123784629	LOC123784629	123784629	lncRNA	XR_006777522.1			
NW_025576583.1	610786	613395		plus	transmembrane protein C16orf54 homolog	CUNH16orf54	123784776	protein-coding	XM_045786265.1	XP_045642221.1	224	
NW_025576583.1	626484	641927		minus	nicotinate-nucleotide pyrophosphorylase [carboxylating]	QPRT	123784630	protein-coding	XM_045785981.1	XP_045641937.1	299	
NW_025576583.1	646593	649602		minus	leukosialin	SPN	123784631	protein-coding	XM_045785982.1	XP_045641938.1	570	
NW_025576583.1	680426	682954		minus	CD2 antigen cytoplasmic tail-binding protein 2	CD2BP2	123784635	protein-coding	XM_045785984.1	XP_045641940.1	342	
NW_025576583.1	683032	684524		plus	sesquipedalian-1-like	LOC123784636	123784636	protein-coding	XM_045785988.1	XP_045641944.1	205	
NW_025576583.1	684660	695352		minus	TBC1 domain family member 10B	TBC1D10B	123784632	protein-coding	XM_045785983.1	XP_045641939.1	812	
NW_025576583.1	699166	701665		plus	myosin regulatory light chain 2, skeletal muscle isoform	MYLPF	123784777	protein-coding	XM_045786268.1	XP_045642224.1	170	
NW_025576583.1	702207	715813		minus	septin-1	SEPTIN1	123784767	protein-coding	XM_045786255.1	XP_045642211.1	488	
NW_025576583.1	715611	719862		plus	zinc finger protein 48	ZNF48	123784637	protein-coding	XM_045785989.1	XP_045641945.1	626	
NW_025576583.1	723874	732775		plus	zinc finger protein 771	ZNF771	123784639	protein-coding	XM_045785993.1	XP_045641949.1	317	
NW_025576583.1	734708	738328		minus	dCTP pyrophosphatase 1	DCTPP1	123784640	protein-coding	XM_045785997.1	XP_045641953.1	170	
NW_025576583.1	746034	751882		minus	selenide, water dikinase 2	SEPHS2	123784638	protein-coding	XM_045785991.1	XP_045641947.1	447	
NW_025576583.1	766644	768007		minus	uncharacterized LOC123784642	LOC123784642	123784642	lncRNA	XR_006777523.1			
NW_025576583.1	766764	805348		plus	integrin alpha-L isoform X1	ITGAL	123784641	protein-coding	XM_045785998.1	XP_045641954.1	1168	
NW_025576583.1	810586	813509		minus	zinc finger protein 768	ZNF768	123784643	protein-coding	XM_045786002.1	XP_045641958.1	554	
NW_025576583.1	819067	834077		minus	zinc finger protein 764-like	LOC123784768	123784768	protein-coding	XM_045786256.1	XP_045642212.1	781	
NW_025576583.1	822154	826728		plus	uncharacterized LOC123784648, transcript variant X2	LOC123784648	123784648	lncRNA	XR_006777526.1			
NW_025576583.1	834248	846054		plus	uncharacterized LOC123784647, transcript variant X2	LOC123784647	123784647	lncRNA	XR_006777524.1			
NW_025576583.1	837047	841076		minus	zinc finger protein 785 isoform X1	ZNF785	123784645	protein-coding	XM_045786004.1	XP_045641960.1	467	
NW_025576583.1	848205	848311		plus	U6 spliceosomal RNA	LOC123784797	123784797	snRNA	XR_006777557.1			
NW_025576583.1	853350	858944		minus	zinc finger protein 689	ZNF689	123784644	protein-coding	XM_045786003.1	XP_045641959.1	493	
NW_025576583.1	864889	868339		minus	zinc finger protein 689-like	LOC123784649	123784649	protein-coding	XM_045786007.1	XP_045641963.1	539	
NW_025576583.1	875411	877405		minus	uncharacterized LOC123784778	LOC123784778	123784778	lncRNA	XR_006777547.1			
NW_025576583.1	892464	897994		plus	proline-rich protein 14 isoform X1	PRR14	123784650	protein-coding	XM_045786008.1	XP_045641964.1	586	
NW_025576583.1	899103	911565		plus	probable fibrosin-1 isoform X1	FBRS	123784651	protein-coding	XM_045786013.1	XP_045641969.1	1014	
NW_025576583.1	937537	970288		plus	helicase SRCAP isoform X1	LOC123784652	123784652	protein-coding	XM_045786017.1	XP_045641973.1	3242	
NW_025576583.1	945985	946113		plus	small nucleolar RNA SNORA30/SNORA37 family	LOC123784792	123784792	snoRNA	XR_006777552.1			
NW_025576583.1	970494	975328		plus	transmembrane protein 265	TMEM265	123784658	protein-coding	XM_045786034.1	XP_045641990.1	109	
NW_025576583.1	977257	986397		plus	phosphorylase b kinase gamma catalytic chain, liver/testis isoform	PHKG2	123784657	protein-coding	XM_045786032.1	XP_045641988.1	406	
NW_025576583.1	986353	990529		minus	coiled-coil domain-containing protein 189 isoform X1	CFAP119	123784656	protein-coding	XM_045786026.1	XP_045641982.1	507	
NW_025576583.1	990891	1002943		plus	E3 ubiquitin-protein ligase BRE1B	RNF40	123784653	protein-coding	XM_045786021.1	XP_045641977.1	1001	
NW_025576583.1	1006143	1015152		minus	zinc finger protein 629 isoform X1	ZNF629	123784654	protein-coding	XM_045786022.1	XP_045641978.1	901	
NW_025576583.1	1013333	1020971		plus	uncharacterized LOC123784659	LOC123784659	123784659	lncRNA	XR_006777529.1			
NW_025576583.1	1029204	1031914		plus	uncharacterized LOC123784660, transcript variant X2	LOC123784660	123784660	lncRNA	XR_006777530.1			
NW_025576583.1	1058926	1089461		plus	uncharacterized LOC123784663	LOC123784663	123784663	lncRNA	XR_006777532.1			
NW_025576583.1	1090901	1094717		minus	B-cell CLL/lymphoma 7 protein family member C	BCL7C	123784661	protein-coding	XM_045786036.1	XP_045641992.1	217	
NW_025576583.1	1097345	1102125		plus	cardiotrophin-1	CTF1	123784664	protein-coding	XM_045786037.1	XP_045641993.1	207	
NW_025576583.1	1102180	1108750		minus	cardiotrophin-2	LOC123784769	123784769	protein-coding	XM_045786257.1	XP_045642213.1	226	
NW_025576583.1	1118784	1136725		plus	F-box/LRR-repeat protein 19 isoform X1	FBXL19	123784665	protein-coding	XM_045786038.1	XP_045641994.1	674	
NW_025576583.1	1136794	1143753		plus	protein orai-3	ORAI3	123784666	protein-coding	XM_045786043.1	XP_045641999.1	295	
NW_025576583.1	1146461	1168049		plus	histone-lysine N-methyltransferase SETD1A	SETD1A	123784667	protein-coding	XM_045786044.1	XP_045642000.1	1700	
NW_025576583.1	1168512	1171940		plus	3 beta-hydroxysteroid dehydrogenase type 7 isoform X1	HSD3B7	123784668	protein-coding	XM_045786045.1	XP_045642001.1	369	
NW_025576583.1	1172129	1190150		minus	syntaxin-1B	STX1B	123784670	protein-coding	XM_045786049.1	XP_045642005.1	288	
NW_025576583.1	1202171	1207263		plus	syntaxin-4	STX4	123784671	protein-coding	XM_045786050.1	XP_045642006.1	297	
NW_025576583.1	1223237	1231398		minus	zinc finger protein 668	ZNF668	123784673	protein-coding	XM_045786054.1	XP_045642010.1	623	
NW_025576583.1	1231441	1240367		plus	zinc finger protein 646	ZNF646	123784672	protein-coding	XM_045786051.1	XP_045642007.1	1816	
NW_025576583.1	1241010	1246886		minus	serine protease 53 isoform X1	PRSS53	123784674	protein-coding	XM_045786056.1	XP_045642012.1	512	
NW_025576583.1	1247630	1249698		minus	vitamin K epoxide reductase complex subunit 1 isoform X1	VKORC1	123784675	protein-coding	XM_045786059.1	XP_045642015.1	163	
NW_025576583.1	1254906	1259172		plus	3-methyl-2-oxobutanoate dehydrogenase [lipoamide] kinase, mitochondrial	BCKDK	123784676	protein-coding	XM_045786061.1	XP_045642017.1	412	
NW_025576583.1	1262090	1272841		plus	histone acetyltransferase KAT8	KAT8	123784677	protein-coding	XM_045786065.1	XP_045642021.1	458	
NW_025576583.1	1272805	1277073		minus	prostasin	PRSS8	123784678	protein-coding	XM_045786066.1	XP_045642022.1	331	
NW_025576583.1	1279480	1289501		minus	polyserase-2	PRSS36	123784770	protein-coding	XM_045786258.1	XP_045642214.1	881	
NW_025576583.1	1313223	1323947		plus	RNA-binding protein FUS isoform X1	FUS	123784679	protein-coding	XM_045786067.1	XP_045642023.1	517	
NW_025576583.1	1332690	1334248		minus	apoptosis-associated speck-like protein containing a CARD isoform X1	LOC123784680	123784680	protein-coding	XM_045786073.1	XP_045642029.1	194	
NW_025576583.1	1343609	1352011		plus	tripartite motif-containing protein 72	TRIM72	123784681	protein-coding	XM_045786075.1	XP_045642031.1	477	
NW_025576583.1	1377032	1378672		plus	uncharacterized LOC123784779	LOC123784779	123784779	lncRNA	XR_006777548.1			
NW_025576583.1	1386978	1426320		plus	integrin alpha-M isoform X1	ITGAM	123784682	protein-coding	XM_045786077.1	XP_045642033.1	1173	
NW_025576583.1	1398475	1399081		minus	uncharacterized gene	LOC123784788	123784788	pseudogene				
NW_025576583.1	1440298	1488639		plus	integrin alpha-X	ITGAX	123784683	protein-coding	XM_045786083.1	XP_045642039.1	1166	
NW_025576583.1	1497510	1529802		plus	integrin alpha-D	ITGAD	123784684	protein-coding	XM_045786084.1	XP_045642040.1	1160	
NW_025576583.1	1529890	1530575		minus	cytochrome c oxidase subunit 6A2, mitochondrial	LOC123784685	123784685	protein-coding	XM_045786085.1	XP_045642041.1	97	
NW_025576583.1	1535473	1541240		minus	uncharacterized LOC123784686	LOC123784686	123784686	lncRNA	XR_006777534.1			
NW_025576583.1	1556200	1562808		plus	armadillo repeat-containing protein 5	ARMC5	123784687	protein-coding	XM_045786086.1	XP_045642042.1	943	
NW_025576583.1	1564559	1569911		plus	transforming growth factor beta-1-induced transcript 1 protein isoform X1	TGFB1I1	123784690	protein-coding	XM_045786092.1	XP_045642048.1	464	
NW_025576583.1	1573211	1579364		plus	sodium/glucose cotransporter 2	SLC5A2	123784688	protein-coding	XM_045786087.1	XP_045642043.1	673	
NW_025576583.1	1579395	1592843		minus	RUS family member 1 isoform X1	RUSF1	123784689	protein-coding	XM_045786089.1	XP_045642045.1	500	
NW_025576583.1	1600368	1601121		plus	alpha-hemoglobin-stabilizing protein	LOC123784771	123784771	protein-coding	XM_045786259.1	XP_045642215.1	92	
NW_025576583.1	1619659	1723180		minus	septin-14	SEPTIN14	123784691	protein-coding	XM_045786094.1	XP_045642050.1	432	
NW_025576583.1	1722892	1761687		plus	zinc finger protein 713	ZNF713	123784772	protein-coding	XM_045786260.1	XP_045642216.1	573	
NW_025576583.1	1779960	1783373		plus	28S ribosomal protein S17, mitochondrial	MRPS17	123784692	protein-coding	XM_045786095.1	XP_045642051.1	130	
NW_025576583.1	1786140	1821914		plus	protein NipSnap homolog 2	NIPSNAP2	123784694	protein-coding	XM_045786097.1	XP_045642053.1	286	
NW_025576583.1	1827501	1873858		minus	phosphoserine phosphatase isoform X1	PSPH	123784695	protein-coding	XM_045786098.1	XP_045642054.1	225	
NW_025576583.1	1873989	1884330		plus	T-complex protein 1 subunit zeta	CCT6A	123784696	protein-coding	XM_045786105.1	XP_045642061.1	531	
NW_025576583.1	1876952	1877084		plus	small nucleolar RNA SNORA22	LOC123784791	123784791	snoRNA	XR_006777551.1			
NW_025576583.1	1880813	1880952		plus	small nucleolar RNA SNORA15	LOC123784790	123784790	snoRNA	XR_006777550.1			
NW_025576583.1	1884603	1895533		plus	inactive C-alpha-formylglycine-generating enzyme 2	SUMF2	123784698	protein-coding	XM_045786107.1	XP_045642063.1	300	
NW_025576583.1	1895425	1904180		minus	phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	PHKG1	123784697	protein-coding	XM_045786106.1	XP_045642062.1	387	
NW_025576583.1	1907292	1911133		minus	coiled-coil-helix-coiled-coil-helix domain-containing protein 2	CHCHD2	123784699	protein-coding	XM_045786108.1	XP_045642064.1	156	
NW_025576583.1	1919332	1920378		minus	nuclear protein 2	NUPR2	123784700	protein-coding	XM_045786109.1	XP_045642065.1	99	
NW_025576583.1	1953889	1955314		minus	uncharacterized gene	LOC123784780	123784780	pseudogene				
NW_025576583.1	1996078	2061489		plus	vitamin K epoxide reductase complex subunit 1-like protein 1	VKORC1L1	123784703	protein-coding	XM_045786113.1	XP_045642069.1	176	
NW_025576583.1	2062996	2075950		minus	beta-glucuronidase isoform X1	GUSB	123784702	protein-coding	XM_045786111.1	XP_045642067.1	648	
NW_025576583.1	2098167	2107913		minus	argininosuccinate lyase	ASL	123784704	protein-coding	XM_045786115.1	XP_045642071.1	464	
NW_025576583.1	2125700	2170949		plus	DNA-directed RNA polymerase III subunit RPC9 isoform X1	LOC123784706	123784706	protein-coding	XM_045786118.1	XP_045642074.1	153	
NW_025576583.1	2134690	2135734		minus	LOW QUALITY PROTEIN: calponin-3-like	LOC123784705	123784705	protein-coding	XM_045786117.1	XP_045642073.1	338	
NW_025576583.1	2158792	2164214		plus	LOW QUALITY PROTEIN: DAZ-associated protein 2-like	LOC123784764	123784764	protein-coding	XM_045786252.1	XP_045642208.1	211	
NW_025576583.1	2226944	2392369		plus	protein-tyrosine sulfotransferase 1	TPST1	123784707	protein-coding	XM_045786121.1	XP_045642077.1	370	
NW_025576583.1	2404518	2420594		plus	BTB/POZ domain-containing protein KCTD7 isoform X1	KCTD7	123784709	protein-coding	XM_045786130.1	XP_045642086.1	328	
